feat0,feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat9,feat10,feat11,feat12,feat13,feat14,feat15,feat16,feat17,feat18,feat19,feat20,feat21,feat22,feat23,feat24,feat25,feat26,feat27,feat28,feat29,feat30,feat31,feat32,feat33,feat34,feat35,feat36,feat37,feat38,feat39,feat40,feat41,feat42,feat43,feat44,feat45,feat46,feat47,feat48,feat49,feat50,feat51,feat52,feat53,feat54,feat55,feat56,feat57,feat58,feat59,Class,ID,Environment,T0,Recording ID
0.20830244316423355,0.2097211939767514,0.21361481998948764,0.21880809093318662,0.22319293208083638,0.2240175144786511,0.21911754093353028,0.20882474127586453,0.19670262371115546,0.18750379450575558,0.18404120193530538,0.18627670157283613,0.19306395379533103,0.2030171648054489,0.21294341045976145,0.21849029016341778,0.2185788597734089,0.2157357027049978,0.211247706028042,0.20424245139277283,0.19509396781629162,0.18630280453454776,0.17986146845359102,0.17538694971819585,0.17119563722112435,0.16629314649072524,0.16098275990097013,0.1562425974313499,0.15301087423691123,0.15187060550400622,0.20809235782645955,0.20946989475747363,0.21324189405860264,0.2182452871857981,0.2224065764036173,0.22302449859729642,0.21794429357235945,0.20741598525982538,0.19495078990602777,0.185392346871859,0.18149975227510085,0.18297161376632617,0.18873236190636272,0.19768765828683493,0.20682954297499723,0.21255394029784164,0.2141139694419434,0.2128161956442167,0.209061359883124,0.20220228359016434,0.19287660079406643,0.18376921951926936,0.17704207061394772,0.17231597475741928,0.16789124225403676,0.1628367677733192,0.1574986352156665,0.15281901010230087,0.14966274125110454,0.14855454222925482,none,2_00_0000,SA1,70,0
0.09362014857078055,0.09459536838676168,0.0974409006431707,0.10188811480234754,0.10744448362129995,0.11348811400363935,0.11960301354136092,0.12594594398596576,0.13301731820155457,0.1406414362127647,0.14749020070884072,0.15239820960436215,0.15559691914302748,0.15773992523060112,0.15877083666380423,0.15845614583725046,0.15689355212943165,0.15464448172949705,0.15220757404952373,0.14953461227883852,0.14678425856108002,0.1440051154695567,0.14030056266797325,0.13481225052222737,0.12783644484496268,0.12048474254090828,0.11387345631804438,0.10876075861498817,0.10556540861929885,0.10448190940476114,0.0909578464104561,0.0918336389807198,0.09436971885077929,0.09827560646104412,0.10306504043263764,0.10821010137814366,0.1134948516854029,0.11924870258940277,0.12588081783247354,0.13290900750208262,0.13899529794196394,0.14357976307428558,0.14758406815003283,0.15120855895899737,0.15275488266038373,0.15201380970504938,0.15169347099704145,0.15326455567475966,0.15545655627474939,0.15686680791736612,0.15682125249949194,0.1548451460079427,0.1506563768207824,0.1444139354167516,0.13680930406010658,0.12888639414624933,0.12171053105660005,0.11610667671716657,0.11258207148045758,0.11138371249813132,none,2_00_0001,SA1,70,33
0.11297688279198616,0.11413074510605058,0.11750465680174986,0.12282878525922047,0.12969409845277977,0.1377678995670965,0.14708385674106805,0.157731663321602,0.1683071086283741,0.17472722877755317,0.1730131129334903,0.16476508999104292,0.15727087643846757,0.15678825263691046,0.16458543427816538,0.17973733184847243,0.20100900835356347,0.22355565647484626,0.24049001999592723,0.25120543332758516,0.2595791549804304,0.264454375889767,0.26077364795748165,0.2474153869809486,0.22851125705082273,0.20930323885076185,0.19319471457316983,0.1815608817340953,0.17465469961786528,0.1723756526133568,0.11557888258537696,0.11681044417553722,0.12047566526756352,0.12648198405657954,0.13470257419841158,0.14509020708069248,0.15769736876319757,0.17204927585412993,0.18576658630747372,0.19426561887171212,0.19376517699473722,0.18555706590789955,0.17665321932929026,0.17494382938330105,0.18228143803891056,0.19569008083322836,0.21411616648509535,0.232744650096453,0.2410285652435487,0.23909799093362288,0.23787733524382737,0.24004049128783056,0.23819401602786713,0.22777174572931344,0.21130905147956894,0.19382296261359727,0.17888747786579853,0.16802898387778406,0.1615722183548967,0.1594412324994736,right,3_00_0000,SA1,70,34
0.1143073485581348,0.1155699671462914,0.11935572185762332,0.12565621676325925,0.1344907600056546,0.1460473544727555,0.1607957074097331,0.17889479365004646,0.19826159016745185,0.2131335490608809,0.21763344935205256,0.21326220424800343,0.20957327931313818,0.21597731166836112,0.23773602486410872,0.27391871040146143,0.3073436334721624,0.3120448685496325,0.28455459052530785,0.24780762883657742,0.2210321602986766,0.20507462239692123,0.19286866378379133,0.18016237890742406,0.16680764946975904,0.15426946974511827,0.14386929700560624,0.13629667578213556,0.13175792883148937,0.13025194204372276,0.11963427984504305,0.1208893690658056,0.12466464573359413,0.13097458462544947,0.13981956383222963,0.15126876696522168,0.16577938950021293,0.18448764472482762,0.20816934721369315,0.2339351658093696,0.2535350636680908,0.25980496352108473,0.25665781483246725,0.2583691017557367,0.27536664561606633,0.2998133843632648,0.3113318265881421,0.30038409462981874,0.2746696396213804,0.24510760747415553,0.2184291522244109,0.19698475224903028,0.17931452385550212,0.16324786516517314,0.1483936665985016,0.13561859397605025,0.12567771202921715,0.11876475205544508,0.1147406263007192,0.11342382459320248,front,0_00_0017,SA1,70,34
0.10822444989262067,0.10931452939666395,0.11251756364602472,0.1176021636913103,0.12411016484402947,0.13133196709401612,0.13839640571930648,0.1445323709310737,0.14956794203545748,0.15443031739269858,0.16048395342499405,0.1673572372196759,0.17286146452900447,0.17643768610397734,0.17920705009193116,0.1809704004819499,0.18243227470083878,0.18644707578360642,0.19361982055917387,0.20169704375811973,0.20844547064512087,0.21187178879575488,0.21005359375070043,0.20254292817316769,0.19101670020959957,0.17822019229033767,0.16658989208532446,0.15765044560708202,0.15212220013180053,0.15026116899774766,0.09997711886128217,0.10103230691628945,0.10412709071167746,0.10900021472887789,0.11510695410242489,0.12165147883909423,0.12792537012124977,0.1337850432577164,0.13964723683559133,0.1458427030489061,0.15215991380531685,0.15789213707036057,0.16214863763636783,0.16490458808614814,0.1678151108272978,0.17342886483356565,0.18345692818833048,0.19716117970953645,0.21161922651840498,0.22342519141080902,0.23005650007840603,0.23083192949473796,0.22649416170790446,0.21807551960515056,0.20681344254925627,0.19447626298967688,0.1830260916153561,0.17401422371873604,0.16834737059139213,0.16642407543316584,none,2_00_0002,SA1,70,35
0.11397158379017308,0.11515166183440037,0.11863498671456602,0.12421751467011932,0.13148865481594124,0.13987087717289745,0.14891614375697024,0.15885376411011454,0.1710047657729192,0.18726161512271705,0.20759495998276017,0.22647188545657435,0.23468136870789602,0.2297229387871044,0.22013549250093417,0.21524001170101384,0.21817773849010025,0.22802969684802846,0.24080925185330065,0.251368722740682,0.25598614470970177,0.25252532072837514,0.24104796107743914,0.22425122964678898,0.2058706505256518,0.18887647810813757,0.1749639789084804,0.164870774274989,0.15881245558239895,0.15679845814135376,0.11836024790636336,0.11957781214780992,0.12315494113089007,0.12881844578800145,0.13600162576637587,0.14383641710475054,0.15141935937893378,0.15842709965435045,0.16593771465598833,0.17689695583164974,0.19431250775209236,0.21553942911117296,0.22954579147042575,0.22808203632599103,0.21862779080423947,0.2161645702192398,0.22649044353093375,0.24496166332256594,0.2634102296181938,0.2741323671417472,0.27306016726026744,0.26142502697367503,0.24370766027961063,0.2241842433395953,0.20543036051673677,0.18883943728451683,0.17531025730501307,0.165418771098273,0.1594378300771362,0.15744201208023864,left,1_00_0000,SA1,70,36
0.12169502660812032,0.12287317070453745,0.12639351465290583,0.13219155004287012,0.14010510461250753,0.14986115185805057,0.16117457830925402,0.17405652501828536,0.18961746385847558,0.21134804733205337,0.24376817379395682,0.2835035477459451,0.31155780388111226,0.3088526532389274,0.28226758507135935,0.2568476146549436,0.24633432577291206,0.24790066213095066,0.2538811425078997,0.25612240149875937,0.24844472763670247,0.231547137703563,0.2113731198848103,0.19269794837080048,0.17686189136945102,0.16368787098556187,0.15310732098490326,0.14533523300398077,0.14059632334500494,0.13900662537925612,0.11848333675639508,0.11968307824833195,0.1232783851191671,0.1292333287913628,0.13741497696952973,0.14752087167238317,0.15910345458842234,0.17196442091177386,0.18729064220090588,0.20890907634050154,0.2411540577582182,0.28058861089363113,0.31138591322899817,0.31893807769797233,0.306202342676957,0.2866456045879409,0.2714514090555558,0.26755599284672343,0.2713123667131014,0.26849219212971553,0.2510256622935829,0.2246465871303029,0.19877553422435226,0.17782020078735705,0.16173980579094246,0.14936631736506886,0.1399641801426095,0.1332848803774705,0.12928130934607895,0.12794740380980663,front,0_00_0018,SA1,70,36
0.10111232838394,0.10226029313364046,0.10559159237020356,0.11072566045165111,0.11695111130160771,0.12333491598503717,0.12918108563830852,0.13454866808244761,0.13984757057857583,0.1442503914080453,0.14546368732577006,0.14311031802227744,0.14102861665852665,0.14310293475627886,0.1484461748480058,0.15442380555833818,0.161262206987554,0.16814418543612017,0.17086866658131022,0.16902652783140168,0.16719244027856825,0.16708557553003406,0.16569020702692205,0.16033720472809837,0.15145403740683822,0.1412382714257938,0.13180308306283275,0.1244836860947722,0.11993055552360808,0.11839318895420686,0.09855696677664946,0.09965522227056978,0.10282160113210351,0.1076254456598237,0.11328316144774793,0.11884741250615471,0.12382808568490142,0.12878275484862772,0.13463752408680482,0.1407403360326868,0.14474295457528197,0.14612566425248089,0.14799820693338395,0.15270101164927383,0.15866378005500337,0.16360265423421885,0.16644970723046604,0.16597132867085235,0.16203705623026854,0.15728601597059907,0.1543207499966515,0.15260104737157443,0.1495544018021127,0.14361044278604793,0.1353006688594396,0.12625635506609093,0.11804627205444129,0.11170618675487953,0.10776536380553185,0.10643473145471989,none,2_00_0003,SA1,70,45
0.11829614544811762,0.11955146198669188,0.12322981959541855,0.12905504919674549,0.13659551096917932,0.14548630110484584,0.155727442948564,0.16732192289587217,0.17871904162026395,0.186003983761656,0.18591438365592478,0.179950093264056,0.1735886166017823,0.17243110360115518,0.1791979301943442,0.19320946106692527,0.21334182602760332,0.23638952013023787,0.2547766831323345,0.2652815097937271,0.2717644876038729,0.27486123977985855,0.2699963880963565,0.25545398128716007,0.23513196338008693,0.2145178606419849,0.19726625468742942,0.18483643980340536,0.1774702863704902,0.17504136773063508,0.12836558560373904,0.12964900997794895,0.1334158806695588,0.13941666317580653,0.14731327637951774,0.15696123625613484,0.1686921243048791,0.18267512821735016,0.19677747592094288,0.20546968211861197,0.20383753477792826,0.19347186237574643,0.18213161649272816,0.1781518368891857,0.18540564333271042,0.20246553321705701,0.22493353466864194,0.24482684498058777,0.2554121188685399,0.260613809666794,0.2670438746473927,0.27103391749523453,0.2648741728280018,0.24801230622559883,0.22625400435291257,0.20548691322872437,0.18880793577677743,0.17708578321323,0.1702310151880403,0.16798349121951323,right,3_00_0001,SA1,70,37
0.1183177404258461,0.11961712050272924,0.12347336139763908,0.12976159804082663,0.13834057877631292,0.1493097917630261,0.16332927041116369,0.1811470357038881,0.2013795998515832,0.21847455557421858,0.22602655123858292,0.22437072689065116,0.22159466588224433,0.22699380683738707,0.24759638142414697,0.2823185460435603,0.3131529010221178,0.31760133025858894,0.29397764699810297,0.2611390188233783,0.23531358318335088,0.21799740798096318,0.20341613586748172,0.18817785989077568,0.17278420854305965,0.15895826902655943,0.14787561931966653,0.13996917195151765,0.135275262900013,0.13372289073111457,0.10296594700596208,0.10402460113292555,0.10722201127258776,0.11263142920990732,0.12043142238138733,0.1310543940505318,0.14537349741010203,0.1645255235287842,0.18859691486115288,0.21411286934174434,0.23345079774086658,0.24125420499065517,0.24371423731214323,0.2554667865123168,0.2835479270649218,0.3176129815362231,0.3360759942053332,0.3245667155652026,0.2902838325152301,0.25242823828712974,0.22322022593521818,0.20323505165768194,0.1877041715613285,0.17275798644894427,0.1576836168469821,0.14378067534350086,0.13245048596977482,0.12436095065546196,0.11959209013435272,0.11802434932586185,front,0_00_0019,SA1,70,37
0.0901200968825593,0.09097748794618532,0.09348825234163334,0.09744900957040843,0.10249388030966522,0.1081709468389568,0.11417688436117822,0.12055288249025571,0.12740449151976097,0.13424497030262636,0.14008043370896373,0.14450871693017228,0.14806391325148957,0.1515028836546124,0.15555211578348052,0.16043179376384697,0.16549282557964307,0.1700804084884433,0.1735151392315285,0.17489218095436265,0.17418077370825621,0.17188998546753603,0.16775321631283552,0.16121918687314243,0.15266124075792775,0.14340171362605839,0.13493066319413174,0.12833797769377303,0.12421940921016433,0.12282547381763141,0.09704689220222303,0.09803258694563197,0.10092309084805852,0.1054971867113847,0.11134730301801801,0.11791841111222626,0.12466727799570572,0.13125394024073203,0.13763420737302423,0.14412994284525965,0.15138693644857687,0.15960177218191673,0.16777863413746993,0.17453545724749447,0.17872301537163565,0.1796228720428953,0.17837730584893322,0.17694825068553405,0.17570753524012364,0.1742764436639656,0.17233514592728297,0.1690567033411785,0.16358963401087642,0.15592136762976155,0.14688109787717793,0.13768383262377265,0.12950124677752792,0.12319613559410592,0.1192669399731451,0.11793739841386104,none,2_00_0004,SA1,70,38
0.10723233423909548,0.10835736144836758,0.11165042666244204,0.11683525321905512,0.12341166906240747,0.13079094333537405,0.13871005194803043,0.14767833839587127,0.15894595908396245,0.17390099211439086,0.19257727158914123,0.21060917629160092,0.2196216243412166,0.21690471978740508,0.21113601514879535,0.21240984942314706,0.22340611038305894,0.24009505673223772,0.25492915643242087,0.26204309028356054,0.25988061910296284,0.2497629835170775,0.23462684479381718,0.2177482853991048,0.20138735866054425,0.18675592543165384,0.17463841001202243,0.16563334975337266,0.1601188505686654,0.15826625560855628,0.11685900572343765,0.11811200386059886,0.12177826400428059,0.12751656264783404,0.1346175543370172,0.14205878416986728,0.1490392130304772,0.1559469776630135,0.16503407159740474,0.17984776706093678,0.2021668899667464,0.22599997514284703,0.2375464475045822,0.23090449785010392,0.21808949875468095,0.21323063046802815,0.21953874477666263,0.23397069738347673,0.2505920128958086,0.2620347695103908,0.26358550957689264,0.25545154746407284,0.24142530087424385,0.22550447247733976,0.20989772504413073,0.19563316166071745,0.18355306502123012,0.17443784329962636,0.16881073154618034,0.16691422879966689,left,1_00_0001,SA1,70,39
